id,external_id,name,name_short_display,description,website,is_organic,status,street_address,locality,region,postal_code,phone,latitude,longitude,is_closed,is_primary,open_to_public,location_type,location_type_display,country_iso_code,update_date,create_date,created_at,updated_at
2315,yw9l9Y,Mike Hess Brewing Co.,Mike Hess,"Mike Hess Brewing holds the distinction of being San Diego’s first licensed nano-brewery. Thoughtful branding, a great team and well crafted beers - most of which are now award-winning - led to growth into a beautiful, world-class brewery and tasting room in the heart of North Park, San Diego's most craft-centric and hippest neighborhood.Stop by our tasting room and taste it for yourselves. Great Beer. No Exceptions. No Excuses.",http://www.mikehessbrewing.com/,N,verified,7955 Silverton Ave #1201,San Diego,California,92126,6192557136,32.890496,-117.149662,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2316,fOnL38,Indslev Bryggeri,Indslev Bryggeri,"Here at the first Weissbier brewery in Denmark, we focus on innovation with respect for tradition. In developing the best beers and brewing techniques. With roots going back to 1897 Indslev Bryggeri on Funen reopened as a modern brewery in April 2006. The equipment and the raw materials we use are selected to achieve the very best quality. Weissbeer from Indslev Bryggeri has great taste. Every week shops, cafes and restaurants across the country get freshly tapped beer from Indslev - so you can enjoy the best beer in your glass. Weissbeer is classic Belgian and German beer tradition dating back to ancient times. And the right person to introduce the German weissbier tradition of Indslev Bryggeri is Brewmaster Stefan Peter Stadler. He has 30 years of experience with Weissbier and the art of brewing beer for the senses. Stefan Peter Stadler was born and raised in Munich, where he is graduated master brewer at Hofbrauhaus in Munich. He has experience in both German and Danish breweries. Discover our interpretation of Danish Weissbier that is hand-brewed by Bavarian tradition. We believe that hand-brewed beer tastes better. The entire brewing process is controlled by hand, and we treat for all the details and the best ingredients. There is no additives - only malt, hops, yeast, water and a few spices.",http://www.indslevbryggeri.dk,N,verified,Store Landevej 13,Nørre Aaby,"",5580,64441507,55.464976,9.9147,N,Y,Y,micro,Micro Brewery,DK,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2317,DiPvUP,Southern Brewing Company,Southern Brewing Co.,"The Southern Brewing Company 231 Collins Industrial Blvd., Athens, GA 30601 706-548-7183 sbcadmin@sobrewco.com",http://www.sobrewco.com,N,verified,231 Collins Industrial Boulevard,Athens,Georgia,30601,"",33.984424,-83.348663,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2318,tjOkYx,Bristol Beer Factory,Bristol Beer Factory,"BBF Beers like Bristol itself seamlessly blends the modern and historical. Tried and trusted styles of beer with modern interpretations, brewed in a hundred year old brewery building that harks back to an industrial age gone by, drunk in the modern surroundings of Bristol’s bars and pubs. Today’s finest ingredients, malt from Wiltshire and hops from Herefordshire, in Award Winning beers made by people who care. We are constantly trying to pack as much flavour into our beers as possible; we don’t cut corners, and always seek to improve the beers we brew. Enjoy Bristol Beer Factory beers in the pubs, bars & cafes from a cask, or at home from our new range of bottle-conditioned beers available throughout the southwest and online here.",http://bristolbeerfactory.co.uk,N,verified,The Old Brewery,Bristol,"",BS3 2AW,+44 117 902 6317,51.441078,-2.6156,N,Y,Y,micro,Micro Brewery,GB,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2319,6G7SgL,Lion Co,Lion Co,"Lion is a leading beverage and food company with a portfolio that includes many of Australia and New Zealand’s favourite brands. Lion was formed in October 2009 under the name ‘Lion Nathan National Foods’, when Kirin Holdings Company Limited completed its purchase of Lion Nathan and merged the business with National Foods – which it has owned since 2007. In 2011, we became known as Lion.",http://lionco.com,N,verified,"Level 15, 20 Hunter Street",Sydney,New South Wales,"",61-(02)-9320-2200,-33.865601,151.207977,N,Y,Y,micro,Micro Brewery,AU,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2320,DjNUzp,The Spencer Brewery,The Spencer,"Spencer Trappist Ale, America's first and only Trappist beer.",http://www.spencerbrewery.com,N,verified,167 N. Spencer Rd.,Spencer,Massachusetts,01562,"",42.2936935,-71.9996267,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2321,nbraNY,Zion Canyon Brewing Co,Zion Canyon,"",http://zioncanyonbrewingcompany.com,N,verified,2400 Zion Park Blvd,Springdale,Utah,84767,435-772-0404,37.3268012,-112.9177957,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2322,NLVq2g,Chaos Mountain Brewing,Chaos Mountain,"Chaos Mountain Brewing opened it's doors April 2014. We are dedicated to producing the finest beer possible with the best available ingredients. Chaos Mountain has a 30BBL brewhouse and a 7BBL pilot system that allow us to produce six production beers, seasonal beers and a constantly changing variety of limited release products. Visit us in Callaway, Va. at the base of Cahas Mountain in the Blue Ridge Mountains.",http://chaosmountainbrewing.com/,N,verified,3135 Dillons Mill Rd.,Callaway,Virginia,24067,(540) 334-1600,37.1128649,-80.0670489,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2323,5ovCvP,St. Croix Beer Company,St. Croix,"",http://www.stcroixbeer.com/,N,verified,"",Saint Paul,Minnesota,55116,651-387-0708,44.91298,-93.172109,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2324,95h0NL,Great Waters Brewing Company,Great Waters,"Independent brew pub, since 1997, specializing in cask-conditioned ales served straight from the firkin. Serving lunch, dinner, full bar, and wine list as well.",http://www.greatwatersbc.com/,N,verified,426 St.Peter Street,Saint Paul,Minnesota,55102,1-651-224-2739,44.9467268,-93.0970016,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2325,FmHOqF,Lost Winds Brewing Company,Lost Winds,"Established in Fall 2016, Lost Winds is a San Clemente, CA brewery focusing on American and Belgian ales. 14 beers on tap in the thoughtfully designed tasting room just two miles from the beach.",http://www.lostwindsbrewing.com,N,verified,924 Calle Negocio,San Clemente,California,92673,(949) 361-5922,33.4517901,-117.6069427,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2326,0MtSfA,Brewery Rickoli,Brewery Rickoli,"We are proud to announce the recent opening of Brewery Rickoli, The Premier Brewery in Wheat Ridge Colorado, serving freshly brewed craft beer and offering a relaxed and friendly space to gather. We are located by the Southwest corner of 44th Ave. and Wadsworth Blvd. Our take on beer is simple – Use great ingredients and brew for flavor! Rickoli’s respects the liquid in the glass and wants to help elevate beer to a refined drinking experience. That’s why we use the finest ingredients and brew in a leisurely manner. The beer tells us when it’s ready. We refuse to be a slave to production deadlines. Wheat Ridge Colorado is a relaxed community just west of Denver with easy access from I-70. Wheat Ridge was one of the few remaining enclaves along the Front Range without a microbrewery. This changed in November 2012! We are dedicated to providing our local neighborhood with a place to relax and have a pint close to home. Our Brew master, Rick Abitbol has been professionally brewing award winning beers along the Front Range for over a decade. Rick is respectful of beer styles and traditional brewing technique. And has long been an innovator of style and not afraid to color outside the lines. He was one of the first brewers to explore the Black IPA which has since come to be regarded as a new style in judging guidelines. We love hops! That’s not to say you won’t find any wonderfully malty creations on tap there are many, but what you will notice is the variety in our hoppy selections. Be on the lookout for Rick’s special brews! We’re Talking Much Better Beer! We are pleased to feature a great selection of Gluten Reduced Beer. All Rickoli’s brews that do not contain wheat are considered gluten reduced. Making great craft beer more accessible to everyone. Our glass rinsing stations insure a beer clean glass every time! We want you to drink beer not sanitizer! We hope you will stop by for a pint or two!",http://www.breweryrickoli.com/,N,verified,4335 Wadsworth,Wheat Ridge,Colorado,80033,(303) 344-8988,39.7756487,-105.0815258,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2327,YXvkbV,Epicure Brewing,Epicure,Epicure Brewing is a 15 BBL craft brewery in the Historic Norwich Harbor district. Enjoy a delicious beer in their taproom that offers a lofty industrial vibe with views of the brewing operations.,http://www.epicurebrewing.com,N,verified,40 Franklin Street,Norwich,Connecticut,06360,(860) 213-5706,41.525084,-72.0745328,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2328,vovphy,Steam Whistle Brewery,Steam Whistle,"The Steam Whistle story begins in the spring of 1998 when three friends were on a canoe trip in the Ontario heartland. Greg Taylor, Cam Heaps and Greg Cromwell had all been colleagues at one of Canada's premier microbreweries producing quality beer in the late 1980's and 90's - before it was bought out by a national brewer and closed down. As they sat around the campfire, the self-named ""Three Fired Guys"" dreamed of running their own brewery one day. To make a Pilsner that would compete with the best in the world. They wrote a plan and quickly attracted investors with their vision and passion.",http://www.steamwhistle.ca/,N,verified,255 Bremner Blvd,Toronto,Ontario,M5V 3M9,416-362-BEER,43.6410095,-79.3851712,N,Y,Y,micro,Micro Brewery,CA,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2329,mIWMKP,Brouwerij Artois,Brouwerij Artois,"At Stella Artois, we are extremely proud of our Belgian roots. Our story can be seen on every bottle of Stella Artois. If you look closely, hints of our origins are proudly displayed. By 1366 roots of our brewing tradition had been established in the city of Leuven, Belgium– which is also where the original Den Hoorn brewery was founded. Den Hoorn laid the foundation for the quality taste and standard Stella Artois is known for. The symbol of the Den Hoorn Brewery is proudly displayed in Stella Artois' cartouche to this day. Sebastian Artois was admitted to the Leuven Brewer’s Guild as a Brew Master in 1708, and only nine years later purchased the Den Hoorn brewery. In memoriam, you can find his last name on the brewery and every bottle of Stella Artois around the world. The Artois Brewery was so beloved internationally and locally, a special batch was created as a Christmas gift to the people of Leuven. That special batch was the first to officially include ""Stella"" in its name. ""Stella"", meaning star in Latin, pays homage to this original occasion, accompanied by a star on every bottle. So next time you see a bottle of Stella Artois, take note of the rich history paired with the rich flavor on and in every bottle.",http://www.stellaartois.com/,N,verified,Vaartstraat 94,Leuven,Vlaams Brabant,"",32-016-24-71-11,50.8870692,4.7025108,N,Y,Y,macro,Macro Brewery,BE,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2330,sMiIvS,Stiegl Brauerei zu Salzburg,Stiegl Brauerei zu Salzburg,"Since 1492, we brew here at our single site brewing beer with the Salzburg best spring water from the nearby Unterberg. As the largest private brewery in Austria, which is as independent and successful independent family business, we want to continue to be the most popular beer of the Austrians. Therefore, we focus on the art of brewing at the highest level of quality and so consistently. In order to brew good beer, it requires a lot of brewing experience and the right G'spür in dealing with the raw materials. That's why we talk about the art of brewing!",http://www.stieglbrauerei.at/,N,verified,Kendlerstrasse 1,Salzburg,Salzburg,5020,43-0-662-/-83-87-0,47.7955452,13.0182472,N,Y,Y,micro,Micro Brewery,AT,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
2331,oCMAvB,By The Horns Brewing Co,By The Horns,"By The Horns Brewing Co. began its humble start with two friends brewing beers they loved on a homebrew kit in their garage. Beers were brewed on Sunday mornings, where biscuity malt and hop aromas would waft through their house waking up their two other housemates. Before too long they realised they wanted to brew these beers every day of the week and share their passion of brewing and drinking good beer with the rest of London. Recipes were put together, brewing vessels were purchased, an industrial premises was let and the brewery in Summerstown, London, was born. Alex Bull and Chris Mills, the co-founders, had put together a microbrewery based in South-West London which created small-batch full-flavoured ales. Initially, four flagship ales were brewed for cask ale and bottles, with new on-off limited edition beers being created every month. Within 18 months of operation the brewery was expanded with new vessels installed and a Brewery Tap was added. The expansion enabled keg beers to be produced, including a variety of lagers and stronger craft keg beers, with our Brewery Tap serving our beers directly from where they are brewed. We now produce four flagship ales and at least three varying seasonal ales every month. We also produce five flagship bottle beers which are sold to many of London’s finest beer bottle shops and also have two flagship keg beer(our Crafty Lager 5.3% & Wolfie Smith Amber Ale 5.2%) with four seasonal kegs beers.",http://www.bythehorns.co.uk/,N,verified,"25 Summerstown, Wandsworth",London,"",SW17 0BQ,+44 203 417 7338,51.4325056,-0.1847287,N,Y,Y,micro,Micro Brewery,GB,,,2017-09-24 00:25:26 UTC,2017-09-24 00:25:26 UTC
